Tweet	Country	Topic	Sentiment	Sentiment_Expression	Sentiment_Target
@barbie_aimy مريضين نفسياً و معقدين .. و انتي الأصل .. و لانك دائما توب بكل شي بحاولو الكل يقلدوكي و مستحيل يوصلولك ❤️👏🏻	lebanon	personal	positive	explicit	مريضين نفسياً و معقدين
على الصعيد الوطني : . نسبة الإناث في الفترة العمرية ما بين 15-19 اللواتي تعرضنّ للعنف الجسدي أو النفسي من قبل الزوج… https://t.co/UpJrGZuHCJ	palestine	news	negative	explicit	تعرضنّ للعنف الجسدي
حي ذا العين يابوعبدالله اسفرت وانورت رحمة الله علئ ملك القلوب الملك عبدالله بن عبدالعزيز واطال لنا في عمر ملك الحزم… https://t.co/ceD4j186UI	jordan	politics	very_positive	explicit	لملك عبدالله بن عبدالعزيز
نصر الله : الحريري تم استدعاؤه الى السعودية و الكل يعلم ذلك و الاستقالة كانت قرارا سعوديا مجبر عليه #السعودية #حزب_الله #لبنان #حسن_نصر_الله	jordan	politics	negative	explicit	الحريري تم استدعاؤه الى السعودية
هل أنت من عشاق #الرياضة، تحديداً #كرة_السلة؟ إذاً لا تضيّع بثنا المباشر غداً على الفيس بوك مع أحد عمالقة كرة السلة… https://t.co/W4JOHVy6YB	lebanon	sports	neutral	none	none
أنتبه لكلماتك وزلات لسانك. فما أقبح الكلمات التي تأكل من قلوب أخوانك وانت لا تدري .. الدين والأخلاق والأنسانية هي في مجملها هي سلوك محترم	palestine	personal	neutral	none	none
إن قدرتنا على تحكيم أدوات البحث العلمي في مختلف التخصصات وبأي عدد يطلب من المحكمين لهو خير دليل على قوة منظومة العم… https://t.co/XH8R73qCTU	palestine	science	positive	explicit	منظومة
اللهم أدخل. 🌹🌹🌹🌹🌹أمي🌹🌹🌹🌹🌹. 💓 الفردوس الأعلى 💓. بغير حساب ولا سابق عذاب . الله آميييين يا رب. الله يرحمه ويجعل مثواه الجنة	lebanon	personal	positive	explicit	الله يرحمه ويجعل مثواه الجنة
لك منيح لي بل أصل وافق حزب الله يفوت ب حكومة فيها جماعة ١٤ آذار وما تفكرو حالكن انكن لبنان. حزب الله هوي لبنان شئتم او ابيتم #بموضوعية	syria	politics	negative	explicit	حكومة فيها جماعة ١٤
@iAbdullah_24 😂 😂 😂 😂 . والله اشي بقهر انو كل هل الانتقادات ع بنزيما وكل اشي . واخر اشي زيدان بحكي انو هو المهاجم الافضل ذ	palestine	sports	negative	explicit	والله اشي بقهر 
نبارك من القلب❤️ لمنتخب #المغرب 🇲🇦الشقيق التأهل لكأس العالم في #روسيا_2018 . عشت في الاوطان &amp; للعلى عنوان. ملء كل جنا… https://t.co/d05NSSo1DZ	palestine	sports	very_positive	explicit	لمنتخب #المغرب
ربي إذا جآءت سكرة الموت. فأجعلني على أحب الاحُوال إليك. وفي أحب الاوقات إليك. وأجعل قبري روضة من رياض الجنه. واغفرلي وأرحمني يالله🌟.	palestine	religions	neutral	none	none
"في مقطع من آخر فيلم لتوباك لما امه تقله ""راح يحاولوا يوقعوك زي ما عملوا مع كذا قائد أسود"" ورد عليها ""أنا مش قائد ول… https://t.co/km2RRACpGI"	palestine	entertainment	neutral	none	none
"خطب رسول الله ﷺ عندما جاء فقراء من مضر ، فقام وخطب بالناس فقال :""يا أيها الذين آمنوا اتقوا الله ولتنظر نفس ما قدمت لغد "" ثم حضهم على الصدقة"	lebanon	religions	positive	explicit	ضر ، فقام وخط
الوطن الوحيد في العالم ماضيه احسن وارقى من حاضره هو العراق ،، مملكة العراق في اربعينيات وخمسينيات القرن الماضي كانت… https://t.co/LgGw2sDwPb	jordan	politics	negative	explicit	ماضيه احسن وارقى من حاضره
خليكم مع بعض عالحلوة والمرة، القتال الداخلي انتحار. بدنا حكمة من الجميع. ربينا وكبرنا بالحرب، يكفي عدو واحد هو الصهاينة لا اعداء غيرهم	lebanon	politics	negative	explicit	القتال الداخلي انتحار
#استقالة_الحريري_المشرفه. ميشال سليمان غرد : دخلنا في نفق . عزيزي .....إنو لح تفرقو مع يلي قاعد عالخازوق (عفوا ) إذا قعد عليه بنفق او بحديقة	lebanon	politics	very_negative	explicit	استقالة_الحريري_المشرفه
@DRSAMIRGEAGEA معلومات عن تراجع #حزب_الله عن سلوكياته واعلانه الانسحاب من كل أزمات المنطقة التي يشارك فيها بعد سماعه بكلام جعجع ... 🙆‍♂️	syria	politics	neutral	none	none
3 جرحى في غارة لطيران العدوان السعودي الأمريكي استهدفت الطريق العام في منطقة مران بمديرية حيدان (وسائل اعلام يمنية)	syria	politics	negative	explicit	غارة 
#هوا_الحرية للاسف البرنامج عم بينعرض ب وقت الي كل الأولاد الي توجهتلن الرسالة صار عندن نص ليل . بكرا مدارس @joemaaelouftv	lebanon	personal	negative	explicit	هوا_الحرية
#بدنا_نحاسب: هناك ضغوط سياسية مورست في تعيين المدعين العامين، ما السبب؟ هل لاستثمار النيابات العامة للضغط على الناس حسب ميولهم السياسية؟	lebanon	politics	negative	explicit	هناك ضغوط سياسية مورست
#الوطنية 🌴💚🌴. عندما يعشق قلبك النابض لحب وطنك. ينمو هذا الحب الخالص تعشقه روحـك . مع نظرك لرباه وتفيض علاقة قوية منك ت… https://t.co/9O3OdF76xq	palestine	personal	positive	explicit	عندما يعشق قلبك النابض
@sShahad1995 بس اذا القطاع الخاص في السعودية استعباد للبشر او استغلال ساعات الدوام .. يتحمل المخالفات الي فرضها القانون على قطاع خاص	syria	news	negative	explicit	القطاع الخاص في السعودية
مش مهم لو كانت الايام الجاية من غير تفاصيل حلوة ، مش عاوزه حاجة حلوة تحصل ، المهم ميكونش ف حاجات وحشة ، انا راضية ب… https://t.co/T4VWnBGs8z	palestine	personal	negative	implicit	تفاصيل حلو
جباوي من مقرّ الاتحاد العمالي العام: موقفنا مسبق في ما يتعلق بالضرائب ونرفض تلك التي تطال ذوي الدخل المحدود ونصرّ أن تطال الفئات الميسورة	lebanon	politics	neutral	none	none
السلام عليكم ورحمة الله وبركاتة ، سعادة المستشار الكل يعلم أن أمام نادي الهلال مهمة وطنية مفصلية في تاريخ النادي وا… https://t.co/0J6jCRPbH6	palestine	sports	neutral	none	none
اللهم أجعلنا مقبولين بكرمك ، مكفولين بذكرك وإحسانك ومشمولين بعفوك و مغفرتك ، و أتمم علينا عافيتك و أسعدنا برضاك يار… https://t.co/xQ4G1afwyL	palestine	religions	positive	explicit	للهم أجعلنا مقبولين بكرمك
#ديربي_مدريد #ريال_مدريد شيئا فشيئا المرنيقي يودع الدوري الاسباني فارق النقاط مع المتصدر 10 نقاط .. اجساد تتحرك في الميدان دون هوية وروح 💔	palestine	sports	very_negative	explicit	دون هوية وروح
🌹اللهم إني أعوذ بك من النسيان والكسل والتواني في طاعتك، وأعوذ بك من دنيا تمنع خير الآخرة، ومن أمل يمنع خير العمل.🌹 . *🌸صباح الخير 🌸*	syria	religions	neutral	none	none
#اسباب_السعاده_تكون اهلي و الجامعة و شلتي اللطيفة و الكتب و شاورمجي و مسلسلي و الافلام و اهلي و الذرة و الناس الم… https://t.co/7iQroeGoeE	palestine	personal	very_positive	explicit	اسباب_السعاده_تكون
الرئيس عباس في ذكرى رحيل أبو عمار : ماضون قدما بالمصالحة ومستمرون في تنفيذ اتفاق القاهرة وصولا لسلطة واحدة وقانون واحد وسلاح شرعي واحد	palestine	politics	positive	explicit	ومستمرون في تنفيذ اتفاق القاهرة
ما بتمنى اشي حاليا الا اني اصير اقدر اسيطر ع عصبيتي قسما بالله الاشي صار بزعجني قبل ما يزعج الي حولي	jordan	personal	very_negative	explicit	اقدر اسيطر ع عصبي
"""اللهم بشرني بالخير كما بشرت يعقوب بيوسف وبشرني بالفرح كما بشرت زكريا بيحيى ياحي ياقيوم أسألك بحاجة داخل قلبي وأنت أدرى بها فحققها لي يارب"""	palestine	personal	positive	explicit	اللهم بشرني بالخير
يجب عليك ان تعرف انك عندما تراني سيء فانك ترى انعكاس حجم سوءك . فاني لا اصبح سيء الا مع السيء	syria	personal	negative	explicit	اصبح سيء الا مع السيء
الرئيس الفرنسي قدم للسعودية ليفك احتجاز #سعد_الحريري كونه مقرب منه لكن السعوديون مولوا مشروعه في ساحل افريقيا فنسي… https://t.co/Ixq4GZDY32	palestine	politics	negative	explicit	الرئيس الفرنسي
