category,text
-2, ال+ ان  محمد  عبد  ال+ عزيز  عضو  لجنه  ال+ خمسين  و  مي  وهبه  من  مءسسي  حمله  تمرد  ضيوف  يوسف  ال+ حسيني  في  ال+ ساده  المح
-1, لا  ده  بيقوللك  و+ سوري  كمان  و+ اعلي  حاجه  ان  بيقوللك  عبد  ال+ بياده  و+ في  نفس  ال+ جمله  بيهين  ال+ جيش
-2, عن  احساس +ك كزملكاوي  ل+ ما  عمر  جابر  جاب  الجول  انهرده  زمالك
-1, الذين  انتخبوا  شفيق  ليسوا  ب+ ال+ ضروره  فلول  ال+ فلول  ب+ بساطه  هم  كل  من  اشترك  و+ استفاد  من  فساد  مبارك  لا  يمكن  ل+ ال+ ثوره  ان  تتحالف  مع +هم ان +ها قامت  ضد +هم
-1, مصر  ال+ انقلاب  تطالب  ب+ مقعد  داءم  ل+ ال+ دول  ال+ عربيه  في  مجلس  ال+ امن  بينما  مصر  و+ ال+ عرب  في  اضعف  حال  مثل  مريض  يطالب  اتحاد
1, رقم  كان  حي  ال+ طبقه  ال+ متوسطه  ال+ عليا  في  مصر  و  ذهب  الي +ه ال+ كتاب  و  ال+ مثقفين  ال+ مصريين  بحثا  عن  مزيج  نادر  يتفق  مع  طبيعه +ه
-2, شاهدوا  ال+ حلقه  رقم  من  برنامج  عمر  صانع  حضاره  هذه  ال+ حلقه  لم  تكن  فقط  عن  هجره  عمر  بن  ال+ خطاب  و+ لكن  كان  هناك  اكثر  من  رقم
-1, عمال  مصر  هم  عماد  ال+ وطن  تكرار  ال+ اعتداء  علي  ال+ عمال  يءكد  ان  دوله  مبارك  لم  تسقط  و+ ان  تغيرت  ال+ وجوه
-2, مستشار  قانوني  و+ محامي  رقم  خبراء  في  ال+ انظمه  و+ ال+ محاماه  محاماه  مستشار  قانون  زواج  قضايا  محامي  ال+ رياض  قضيه  رقم  ريتويت  رقم
-2, وصول  مسيره  تضم  عدد  من  نواب  ال+ شعب  ال+ منتخبين  بين +هم د  عمرو  حمزاوي  ل+ عمل  فصل  بين  ال+ متظاهرين  و+ ال+ قوات  ب+ هدف  حقن  ال+ دم  و
-2, حب  سادي  زب  كبير  خليجي  عمه  و+ رعان  خليجي  ال+ رياض  اسوان
-2, عرض  ال+ اسبوع  رقم  الف  متابع  اذكار  ال+ مساء  ب+ صراح +ه مليت  من  خد  موقف  من  علمت +ني ال+ حياه  ال+ حياه  تحتاج  الي  شيءين  رقم
-2, يا  خراشي
-2, من  ترك  شيءا  ل+ الله  عوض +ه الله  خيرا  من +ه
-2, مصر  ال+ قويه  حدث  في  مثل  هذا  ال+ يوم  رقم  ابريل  رقم  ال+ رءيس  ال+ فرنسي  شارل  ديغول  يستقيل  من  منصب +ه و+ يعلن  اعتزال +ه ل+ ال+ عمل
-2, بيان  كليه  ال+ حقوق  جامعه  ال+ اسكندريه  ب+ شان  ال+ اعلان  ال+ دستوري
-2, هات  مقشه +ك معي +ك يبدا  فريق  عمل  معا  نصنع  بدايه  جديده  ل+ مصر  جديده  مجموعه  من  حملات  ال+ نظافه  في
-2, كلم +ه بتتقال  في  ال+ بيت  كل  يوم  جيت  لا  هذا  استنساخ  مني  انا  ماجيت
-2, رقم  اولا  عمري  ماكنت  محايد  انا  واحد  ليا  راي +ي ثانيا  اح +نا بنتكلم  في  احداث  تاريخيه  ايه  ال+ علاقه
1, ال+ مناضل  حمدين  صباحي  س+ يظل  يناضل  و+ يناضل  حتي  يجد  نفس +ه محكوما  علي +ه ب+ ال+ اعدام  ب+ تهمه  ممارسه  ال+ نضال  في  مكان  عام  و+ بكره  تشوفوا
-2, مقال  د  علاء  الاسواني  هل  نكرر  خطا  السنهوري  ينشر  غدا  ب+ جريده  ال+ مصري  ال+ يوم
-2, ان +ها قضيه  كل  انسان  في  كل  زمان  و  في  اي  مكان  ال+ شكل  و  ال+ مضمون  قضيه  ال+ انسان  في  كل  ال+ عصور  قضيه  وجود +ه
-2, محمد  محسن  في  ال+ ساقيه  يوم  ال+ خميس
-2, اوباما  يدين  انتهاك  حقوق  ال+ مسلمين  ب  ميانمار  امريكا  اراكان  خبر
0, انصار  ال+ حريه  و+ ال+ ديمقراطيه  في  اوروبا  وضعوا  ال+ شجاعه  قبل  اي  شيء  اخر  ناد  ايطالي  ينتظر  موقف  ال+ انقلاب  من  عبد  ال+ ظاهر
-2, رقم  مصلحه  ال+ شعب  فوق  اي  وسيله
-1, معظم  الاخواان  مشاركوش  ف  الهشتااج  المسء  للسيسي  و+ ب+ كد +ه يبقي  ال+ اخوان  باعوا +نا مرتين  مر +ه ف  محمد  محمود  و+ مر +ه ف  هشتاج  هشتوج
1, ربنا  يبارك  في +كم
-2, علاء  الاسواني  يكتب  حوار  غاضب  في  ال+ مقر  ال+ سري  ينشر  صباح  غد  ال+ ثلاثاء  في  جريده  ال+ مصري  ال+ يوم
-2, سكرتير  ال+ تحرير  ال+ مصري  ال+ يوم  موافي  و  عنان  يءسسان  حزبيين  ل+ خوض  ال+ انتخابات  البرطمانيه  اكيد  دا  خيار  مخلل  ل+ ردع
-2, ادعوا  ل +نا ب+ ال+ توفيق  ان  نحقق  ال+ حلم  الذي  كان  يراود +نا عن  شكل  ال+ برنامج  و  حجمهلن  يكون  مجرد  برنامج  لكن  فكره  و  هدف  جديد  رب +نا يستر  رقم  و  ال+ اخيره
-2, ما  فيش  خالص  في +ه اخوان +هم و+ ضماءر  اخري  و+ لكن  مافيش  اخوان  بعد +ها اي  شيء  غير  دول  سوره  ق  و+ سوره  ال+ اسراء  لو  لقيت  قوللي
-1, استخدام  ال+ مساجد  في  ال+ عمل  ال+ سياسي  و+ نشر  ال+ عنف
-1, اذا  تم  ال+ عفو  عن  مبارك  و+ نظام +ه ف+ هذه  رساله  من  ال+ شعب  الي  ال+ رءيس  ال+ قادم  تعالي  اسرقنا  و+ استبد  ب +نا و+ ذل +نا كما  كان  مبارك
-2, ال+ مملكه  جده  ال+ رياض  ال+ دمام  ال+ خبر  ينبع  ال+ شرقيه  مكه  ال+ مدينه  ال+ منوره  ال+ سعوديه  رقم  رقم  فاضي  تبوا +ك
-2, شاهد  جوله  ال+ سوري  ال+ حر  بدرعا  جوله  مع  امير  ال+ اقتحام  جبهه  ال+ نصره  في  تل  ال+ جابيه  بين  ال+ جثث  و+ ال+ غناءم  علي
-2, ال+ تعليم  انشاء  مدارس  ل+ ال+ تعليم  ال+ صناعي  و+ ال+ تجاري  في  مدينه  بدر  و+ انشاء  و+ دعم  مدارس  ذوي  ال+ احتياجات  ال+ خاصه  و+ تاهيل  ال+ مشرفين  علي +ها
-1, صوره  ال+ شهيده  رضا  رمضان  رقم  سنه  التي  استشهدت  ب+ رصاص  قوات  امن  ال+ انقلاب  ال+ فيوم  انتخبوا  ال+ عرص
-2, شاهد  اخر  كلام  سلاح  ال+ مقاومه  في  غزه  و  تاثيرات +ه
-1, مهو  ل+ ما  ال+ واحد  يصتبح  علي  جدول  ال+ امتحانات  كد +ه مفروض  بقيت  ال+ يوم  هيبقي  عامل  ازاي
-1, عمر +ك شوفت  استفتاء  علي  دستور  يطيح  ب+ ال+ مبادء  ال+ دستوريه  في  قواعد  مرحله  ال+ اقتراع  و+ اداره +ها
-2, جبهه  ال+ نصره  في  نوي  توزع  ال+ لحوم  علي  ال+ محتاجين  فرحا  ب+ ال+ انتصارات  التي  تحققت  سوريا
-2, ابوالفتوحادهوا  كل  ال+ مصريين  ان  نترك  ال+ خلافات  علي  مساءل  سياسيه  و+ نتفرغ  جميعا  ل+ بناء  مصر
-2, بيع  متابعين  زياده  ال+ متابعين  تابع +ني اتابع +ك ال+ سعوديه  ال+ هلال  ال+ نصر  ال+ اتحاد  ال+ اهلي  ال+ اتفاق  ال+ شباب  رقم
-2, رقم  لا  اعتقد
-2, وافق  وزير  ال+ داخليه  علي  صرف  علاوه  مكافحه  ال+ ارهاب  ل+ منسوبي  ال+ جوازات  من  ضباط  و+ افراد  ب+ نسبه  رقم  من  ال+ راتب  ل+ اول  مربوط  ال+ سعوديه
1, ايمان +نا يمحق  تهديد +هم و+ س+ نواصل  نضال +نا ال+ سلمي  مع  ال+ شعب  ال+ مصري  و+ شباب +ه ال+ ثاءر  ل+ استكمال  ثوره +نا و+ ال+ قصاص  ل+ دماء  @@شهداءنا@@ +نا ووفاءا  ل+ روح  ال+ شهيد  محمدالجندي
1, تذكر +نا ال+ نبيل  مصطفي  نبيل  كاتب +نا ال+ كبير  و+ هو  حي  يرزق  و+ نتمني  ان  يتذكر +ه باحثو  ال+ اعلام  بعد  موتهرحمه  الله
-2, و+ في  المانيا  مرر  ال+ برلمان  في  رقم  تشريعا  يحظر  ال+ مواقع
-2, لماذا  يجب  ان  ترفض  مسوده  دستور  انصاص  اللياليرءيه  محترمه  من  عضو  ب+ حزب  مصر  ال+ قويه
-2, ال+ سلطه  ال+ قضاءيه  هي  ال+ وحيده  التي  تملك  ال+ حق  في
-2, مذاق  قهوه  و+ انا  صاحي  علي  صوت  ناس  بتصوت  ب+ سبب +ك انت  و+ مسلسل  ابواب  ال+ خوف
-2, هلا  مدريد  كرستيانو  رونالدو  رقم  رقم
-2, برشلونه  ريال  مدريد  رقم
-2, ما  راي +كم في  حلقه  امس  مع  عمرو  الليثي
-1, رقم  الم  اقل  ل +كم ان +ها ممارسه  فاضحه  ل+ ازدواجيه  ال+ معايير  و+ تخوين  ال+ معارضين  امل +ي ان  لا  تبتلع  بعض  قطاعات  ال+ راي  ال+ عام  ال+ طعم  مجددا
-2, و+ لما  ضحكه  بنت  تعلي  اعرف  ان  ال+ وجع  جوي +ها بيكبر
-2, اللهم  بارك  ل +نا في  رجب  و  شعبان  و  بلغ +نا رمضان  لا  فاقدين  و+ لا  مفقودين  اللهم  امين
-2, ال+ بوابه  نيوز  وزيره  ال+ اعلام  تصدر  حركه  ترقيات  جديده  داخل  قطاع  ال+ متخصصه  مصر  ماسبيرو
-2, ال+ قبض  علي  ال+ قيادي  الاخواني  سعد  ال+ حسيني  ال+ ساده  ال+ محترمون
-2, افتح  هالقلب  علي  بالي  اسكن  جوي +ه كلمتين  و+ بس
-2, ال+ خيار  ال+ ديمقراطي  اختيار +ك بين  ان  تلبس  من  كان  مع +ك في  ال+ ميدان  او  تلبس  من  حاول  قتل +ك في  ال+ ميدان
-2, ل+ ال+ توضيح  و+ ل+ عدم  تناقل  اخبار  غير  دقيقه
-2, ايه  ال+ لي  بيحصلنا  و+ اح +نا نايمين
-1, ازاي  ال+ برادعي  يقول  ان  الهولوكوست  ماساه  انسانيه  و  ان  بوذا  ممكن  يكون  نبي  و  ان  ال+ سلفيين  متطرفين  و  يطالب  ب+ عوده  اليهودايهده  عصام  ال+ عريان
-1, من  ال+ اخر  اي  حد  في +ه ال+ رمق  من  ال+ معارضه  يمكن  ينزل  انتخابات  شعب  او  شوري  بيتقبض  علي +ه ل+ غايه  ما  تخلص  خارطه  ال+ طريق  و+ بعد +ها رب +نا يسهل
-2, هيءه  ال+ طيران  ال+ مدني  تمنح  اول  رخصه  تشغيل  دولي  من  مطار  ال+ جوف  الي  ال+ قاهره  ل+ شركه  نسما  ب+ معدل  رقم  رحلات  اسبوعيا  بدايه  من  يونيو  ال+ مقبل  تبوا +ك
-2, ال+ ان  علي  قناه  دريم  رقم  ضيف  برنامج  ب+ توقيت  ال+ قاهره  مع  حافظ  الميرازي
-2, ان  بي  اس  ال+ اماراتيه  تقوم  ب+ بث  دعاء  سلامه +ك يا  خليفه  اداء  ابراهيم  عبيدلي  بعد  كل  اذان
-2, مميز  جوله  ال+ سوري  ال+ حر  بدرعا  جوله  مع  امير  ال+ اقتحام  جبهه  ال+ نصره  في  تل  ال+ جابيه
-2, ال+ ان  خلال  ال+ تحضيرات  ل  ال+ حفل  مصر  ال+ قاهره  سلمي  رشيد
-1, الاسواني  ل+ هذا  لا  يوجد  فرق  بين  ارهاب  ال+ كنيسه  ال+ كاثوليكيه  في  ال+ اندلس  علي  يد  ال+ راهب  بليدا  و+ ارهاب  اسامه  بن  لادن
1, ال+ اعلامي  محمد  فود +ه يعقد  مءتمرا  جماهيريا  غدا  ب+ مدينه  زفت +ي ب+ حضور  ال+ فنانه  غاده  عبدالرازق  ل+ دعم  ال+ مرشح  عبدالفتاح  السيسي  ال+ عب  ياسيسي
-2, ال+ صوره  ال+ اكثر  مشاهده  طفل  سوري  يحمل  لافته  معبره  شاهد  ماكتب  في +ها بشار  ال+ اسد  سوريا  حمص
1, من  يفهم  في  ال+ قانون  اكثر  من  ال+ فقيه  ال+ دستوري  ال+ دكتور  ثروت  بدوي  و+ ال+ دكتور  عاطف  البنا  و+ ال+ استاذ  جمال  عيد  كل +هم ايدوا  قرار  ال+ رءيس  ب+ عوده  ال+ برلمان
-1, ال+ انقلاب  اعاد +نا الي  عام  رقم  بعيدا  عن  ال+ حريات  ال+ ضاءعه  ال+ تخلف  يزحف  علي  كل  ال+ قطاعات  و+ بكر +ه تشوفوا  مصر
-2, عادي  هي  مش  شغلا +ني بس  موضوع  لطيف  و+ خفيف  و+ ظريف  و+ مليان  كالوريز
-1, نبض  رابعه  شاهد  معتقلين  ال+ منيا  في  قاعه  ال+ محكمه  يهتفون  ساخرين  من  ال+ قاضي  و  من  فضيحه  زوجه +ه مع  مدرب  ال+ كراتيه
-2, ال+ ملتقي  ال+ تدريبي  والتوظيفي  ال+ اول  تحت  رعايه  ال+ دكتور  عمرو  حمزاوي  معلومات  تهم +ك عن  ال+ مقابله  ال+ شخصيه  ال+ ناجحه  و+ كيفيه
-2, حتي  لا  ننسي
0, لم  ادعم  مرسي  و+ قاطعت  ال+ انتخابات  اعتراضا  علي  عدم  عزل  شفيق  و+ عدم  محاكمه +ه لكن  مرسي  ال+ فاءز  طبقا  ل+ تقارير  ال+ قضاه  ال+ مستقلين  ال+ ثوره  اخلاص  ل+ ال+ حقيقه
-1, زي  ال+ نهار  ال+ طفل  ل+ ما  ينفلت  من  بين  ايادي  الضلمه  و+ يشقشق  انا  شفت  روح  ال+ حق  ل+ ما  اتسللت  صرخت  و+ في  وش  ال+ خرس  انطقعمار  و+ فءاد  حجاج
-2, نامل  ان  لا  يصل
-2, ال+ ليل  طويل  ف+ لا  تقصر +ه ب+ منام +ك و+ ال+ نهار  قصير  ف+ اغتنم +ه ب+ اعمال +ك قم  و+ شارك  و+ اصنع  ال+ حياه
-2, ضبط  مشرف  دعايه  طبيه  ب+ حوزه +ه رقم  قرصا  مخدرا  و+ بخاخات  و+ مناديل  جنسيه  ب+ مركز  سوهاج  حيث  اسفرت  ال+ جهود  ال+ امنيه  عن  ضبط
-1, موقف  ال+ اخوان  من  جو +ه برلمانهمشلت  بلطجيه  رقم  جنيهشريط  ترمدولوجباتنتذكر  سوا  ال+ ساده  ال+ محترمون
0, رقم  لا  نريد  ان  يجعلوا +نا نفعل  مثل +هم ف+ هم  لا  دين  ل +هم هم  تجار  دين  تحيا  مصر  سانتخ
-1, هل  ممكن  يكون  مرسي  مختفي  ال+ فتره  دي  عشان  مش  لاقي  شاحن  هو  راخر  اه  يادوله  العكاكين
-2, صدي  الدقهليه  جامعه  ال+ منصوره  عوده  ال+ مسيره  مره  اخري  ل+ ميدان  رابعه  امام  كليه  هندسه
-2, وقت  عبدالحليم  حافظ  رقم
-2, متابعه  ال+ انباء  من  ال+ فيوم  تفيد  ب+ دخول  سياره  نقل  ثقيل  في  ال+ سيارات  التي  كانت  س+ تقل  ال+ عاملين  ب+ مصنع  ال+ غزل  و+ ال+ نسيج  من  امام  ال+ مص
1, عن  ال+ فرح  ال+ لمه  ال+ خروج  ضحك  ال+ سنين  ال+ غني  ال+ تصوير  ال+ لف  ب+ ال+ عربيه  ال+ شارع  ل+ ال+ صبح  ال+ خبره  عمر  ال+ مسخره  ال+ انبساط  يوم  ف+ شيخ
-2, صور  مسيره  ميدان  ال+ تحرير  في  طريق +ها الي  ال+ اتحاديه
0, عبد  ال+ ناصر  عمل  وحده  مع  سوريا  و+ بدا  ب+ ال+ ياميش  سيسي  هيعمل  وحده  مع  اسراءيل  و+ @@وبداها@@ +ها ب+ ال+ طماطم
