sentiment,txt
1, يا  الله  استجب  دعاءي  يا  الله  مادكيت  باب +ك يوم  ورحعتني  خاليه  ال+ وفاض
0, قمه  ال+ تخلف  ال+ بشري  الله  يشفي +هم
0, كنا  نقول  عاهات
0, صباح  ال+ فل  و  ال+ ورد  يا  شيخ  سلمان  عطر  الله  صباح +ك ب+ ذكر +ه و  شكر +ه و  حسن  عباده +ه
1, قول  يارب  و+ خذ  قرار
1, لعن  الله  المتشبهين  من  ال+ رجال  ل+ ال+ نساء
0, ال+ حمد  ل+ الله  علي  نعمه  ال+ اسلام
1, اللهم  لا  تجعل +نا من  ال+ منافقين
1, ربنا  يكفي +نا هذا  ال+ شر
1, يارجاله  ينهار  منيلل
0, لو  كاكا  ب+ ال+ برازيل  كنت  اعطيط  لايك  بس  هيك  ف+ شر
0, اشهد  الله  ان +ي احب +ك في  الله  و  ادعوا  ان  نحشر  مع  حبيب +نا و  امام +نا محمد  صلي  الله  علي +ه و  سلم  في  ال+ جنه  امين
1, غبي  من  جد +ه
0, ثقيلين  دم  كثير
0, يا  شيخ  خالد  ربي  يحفظ +ك نبي  من +ك طلب
1, يا  رب  استجب  دعاء +نا و+ انصر  اهل +نا في  سوريا
1, لا  كرام +ه في  ال+ حب  و+ ال+ غرام
1, انا  فعلا  مءمن  ب+ ال+ فكره  دي  جدا  وبحاول  انفذ +ها
1, ال+ مفاعل  ال+ نووي  س+ يحتاج  ل+ شريك  استراتيجي  يمتلك +ه او  جزء  كبير  من +ه و  س+ تدفع  ال+ حكومه  ال+ اردنيه  ثمن  ال+ كهرباء  ل+ هذا  ال+ مستثمر  ل+ ذلك  يوجد  احتمال  كبير  ان  ترتفع  هذه  ال+ فاتوره
0, اموت  ب+ صوه +ها
0, كلو  حك +ي فاضي
0, صباح  هادء  و  انفاس  تحمل  تفاءل  و  يقين  ب+ ان  كل  م  س+ يكتب +ه الله  ل +نا ف  ي  كل  يوم  خير  اصبحنا  و  اصبح  ال+ ملك  ل+ الله
1, ل +ي جماع +ه ال+ اخوان  ال+ خسيسه  كيف  بدكو  ال+ وطن  يتصلح  و+ انتو  قسمتوه  لفريقيين  كل  واحد  من +كم اخدنا  ل+ مطرح  و+ مش  عارفين  و+ اصليين  لوين
0, اللهم  اجعلنا  من +من ياخذون  ب+ ال+ اسباب
1," ل+ نفترض  جدلا  ان  لا  اضرار  صحيه  و  بيءيه  س+ ينتج  عن  بناء  مفاعلات  نوويه  سلميه  ,  دعوا +نا نفكر  في  ال+ كلفه  من  حيث  اولا  :  كلفه  بناء  عاليه  جدا  ل+ عدم  امتلاك +نا ل+ هذه  ال+ تكنولوجيا  علي  شكل  ديون  تثفل  كاهل  ال+ عشر  اجيال  ال+ قادمه  ,  ثانيا  :  ل+ نفس  ال+ سبب  س+ نستورد  خبراء  ل+ ال+ تشغيل  ل+ سنوات  طويله  من +ما يزيد  كلفه  ال+ طاقه  و+ ليس  ال+ عكس  ناهيك  عن  حصول  اي  اخطاء  مفترضه  مستقبلا  ثالثا  :  اين  هو  ال+ مكان  ال+ بعيد  عن  ال+ مدن  في  ال+ اردن  و+ اين  مصدر  ال+ مياه  ال+ كافيه  ل+ ال+ تبريد  رابعا  :  من  حق  ال+ مواطنين  و+ اصحاب  ال+ قرار  ال+ حصول  علي  تقرير  منشور  ل+ ال+ اثر  ال+ بيءي  مسبقا  .  ب+ نفس  ال+ وقت  نستطيع  ال+ حصول  علي  نفس  كميه  ال+ طاقه  من  ال+ صخر  ال+ زيتي  الذي  نمتلك  من +ه احتياطي  هاءل  و+ من  ال+ غاز  ال+ طبيعي  ال+ مءمل  مستقبلا  و+ من  ال+ طاقه  ال+ شمسيه  و+ من  طاقه  ال+ رياح  ب+ كلف  نسبيا  اقل  ب+ كثير  من  ال+ نووي  دون  اعباء  ديون  اضافيه  ."
0, و+ الله  ان +ك ما  زليه  يا  شيخ  اكيد  مدفوعله  من  تحت  ل  تحت
0, انخرس
0, اخر  واحد  يادلوخ  ياحمير  تمثيل
0," ""  ال+ اردن  لا  تمتلك  اي  ال+ خبرات  ال+ فنيه  في  انشاء  او  صيانه  او  تشغيل  ال+ مفاعلات  ال+ نوويه  !  ل+ اردن  ليس  لدي +ها سوي  شهادات  دكتوراه  في  هذا  ال+ مجال  نظريه  بحه +ه !  ان  انشاء  مفاعل  نووي  يعني  مقامره  كامل +ه ب+ مءات  الملاين  و  ال+ مضحك  في  ال+ موضوع  ان  بدايه  ال+ مشروع  س+ تكون  انشاء  مفاعل  تجريبي  او  تعليمي  يتبع  ل+ هيءه  ال+ طاقه  ال+ نوويه  !  ا+ ليس  ال+ اجدر  بهكذا  مفاعل  ان  يتبع  ل+ احدي  ال+ جامعات  ?  علاوه  علي  ان  كل  هيءه  ال+ طاقه  تم  انشا +ها ""  ""  رضوا +ه ""  ""  ل+ فلان  و+ علنتان  !  ال+ اولي  يا  ساده  ان  يتم  طرح  انشاء  شركه  ل+ ال+ تنقيب  عن  ال+ يورانيوم  و+ بيع +ه و  ل+ تصبح  ال+ اردن  دوله  مصدره  ل+ هذه  ال+ ماده  .  امر  اخر  كثر  ال+ حديث  مءخرا  عن  ان +ه يوجد  في  ال+ اردن  بترول  و  ب+ كميات  علي  ال+ اقل  تكفي  استهلكنا  ال+ محلي  !  !  """
0, ال+ غباء  واضح
0, اللهم  ان +ي استغفر +ك و+ اتوب  الي +ك
1, اسفل  من  بعض +هم
0, اللهم  ثبت  قلوب +نا علي  ال+ ايمان
1, هستوكم
1, يخسو  ال+ شيعه  ال+ خنزير
0, الله  يبارك  في +ك جميل +ه
1, ما  بتحبو  حد
0, اللهم  تب  علي +نا ان +ك ال+ تواب  ال+ رحيم
1, ب+ ال+ فعل  لازم  كل  واحد  بيتكلم  عن  ال+ دين  اقل  مافيها  يلتزم  ب+ اقل  مبادء +ه عشان  يكون  قدوه  مش  ييخلي  ال+ ناس  تقول  هو  ده  ال+ دين
1, يلعن  شرف +ك شو  واثقه  من  حال +ك
0, كانت  تسوي  مقلب  ان +ها محترمه  بعدين  اعترفت  ان +ها .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
0," ""  ف+ هم  ادري  و+ اخبر  لا  و+ بل  اكثر  انكارا  ""  ""  ل+ ال+ شيعه  و+ امثال +هم """
0, احلي  اشي  في  ال+ حياه  ال+ استقرار  مع  زوج  صالح
1, اللهم  ما  اصبح  ب +ي من  نعمه  او  ب+ احد  من  خلق +ك ف+ من +ك وحد +ك لا  شريك  فلك  ال+ حمد  و  ل +ك ال+ شكر
1, مطلوب  نصيح +ه من +ك لكي  نستحضر  ال+ خشوع
1, و+ الله  ما  في  اشي  مزعلني  الا  ان +ه اسم +ه محمد
0, ال+ تقدم  و+ ال+ ازدهار  يكون  مرتبط  ب+ قواعد  ال+ امن  قبل  ال+ شروع  في  بناء  ال+ مفاعل  علي +كم قراءه  ال+ تقارير  ال+ صادره  عن  هيءه  ال+ طاقه  و  ال+ مخاطر  التي  س+ يجني +ها ال+ اردن  جراء  انشاء  ال+ مفاعل  يا  عزيزي  ديمونه  انتهي  عمر +ه و  س+ يكون  ال+ مفاعل  ال+ اردني  بديل  في  ارض  س+ تكون  مكبا  ل+ ال+ نفايات  ال+ نوويه  ال+ مطلع  الله
0, يا  ا  الله  ما  احلا +ه من  خبر  و+ الله  فرحتوني
1, سوبر  سطار  و+ لا  بلاش
0, ال+ ارواح  جنود  مجنده  من  تعارف  من +ها ااتلف  و+ من  تنافر  من +ها اختلف
1, واحد  واطي
0, احيانا  ال+ وحده  تزيل  بعضا  من  ال+ هموم  .  .
1, و+ لكن  كيف  ان  ال+ مفاعل  ال+ نووي  غير  مضر  ب+ ال+ بيءه  فهم +ني ?  ?
0, راءع  و+ ل+ اجمل  حب  رب +نا
1, انا  اردني  و  ب+ قول  ال+ شعب  بيستاهل  غلا  اكثر  من  هيك
0, تركنا  كل  شء  من  اجل  رضا  الله  اللهم  ارضي  عن +نا
1," ""  بس  تكون  من  سكان  اربد  و  تكون  قريب  علي  ال+ مفاعل  ال+ نووي  في  جامع +ه ال+ تكنولوجيا  و  ب+ تشرب  من  مياه  اربد  التي  تبعد  اقل  من  100  متر  في  باطن  ال+ ارض  ""  ""  حوض  ال+ يرموك  ""  ""  عن  مركز  ال+ مفاعل  بتقدر  تعترض  .  .  .  .  و+ ين  بد +ك تصرف  ال+ مياه  التي  تخرج  من  ال+ مفاعل  .  .  .  ""  ""  لا  تقولوا  مفاعل  ال+ تكنولوجيا  تدريبي  بس  اسم +ه مفاعل  و  ب+ تخرج  من +ه مخلفات  نوويه  ""  ""  ال+ دول  ال+ اوروبيه  بدات  ال+ استغناء  عن  ال+ مفاعلات  ال+ نوويه  .  .  .  .  .  عند +ك مياه  ب+ ال+ اردن  من  اجل  تشغيل  ال+ مفاعل  .  .  .  .  .  قبل  ال+ حكم  علي  ال+ اشخاص  الذين  يقومون  ضد  هذا  ال+ مشروع  اسالوا  الجولوجيين  و  اثر +ها علي  ال+ مياه  ال+ جوفيه  .  .  .  .  .  بتحداك  اذا  ب+ تسال  خالد  طوقان  عن  ال+ اثار  ال+ جانبيه  من  ال+ فاعل  ال+ نووي  و  جاوبكوا  .  .  .  .  كلامي  هذا  من  دكاتره  جامعات  مختصين  في  الجولوجيا  و  اثر +ه علي  ال+ مياه  ال+ جوفيه  """
0, و+ الله  نوفي  صح  لسان +ك
0, ل+ لهم  املا  قلب +ي ب+ حب +ك و+ حب  نبي +ك و+ حب  كل  عمل  يقرب +ني الي  حب +ك
1, ب+ اذن  الله  بديت  و+ لو  مءخرا  ب+ نفسي  ال+ حمد  ل+ الله
1, و+ لا  جورج  في  ال+ زمنات  بس  حرام  يفضحوا +هم
0, اشي  ب+ قهر  مش  لا  هل  درج +ه
0, نا  بد +ي نموذج  لسبونج  بوب  ه
0, و+ نعم  ال+ صديق
1, يا  سلام  علي  ال+ وفاء  ال+ لي  اتفقد  في  عصر +نا و+ يا  حسرتا +ه علي  ال+ حب  الذي  بات  مجرد  كلمات
1, صباح +ك مبروك  و  عدو +ك مهلوا +ك
1, عيب  و+ الله  اسم  ال+ مقطع
0, عشان  هيك  قال  ال+ نبي  صلي  الله  علي +ه و+ سلم  ان  ال+ كذب  يهدي  الي  ال+ فجور  .  .  .  و+ ال+ فجور  يهدي  الي  ال+ نار
1, اكيد  ب+ قرف
0, يا  رب  قدر +ني
1, اللهم  اصلح +نا و  طهر  قلوب +نا من  ال+ نفاق
1, اجل  ال+ اخير  واضح  انو  بيمثل  وتمثيلو  خايس  هو  والخايسين  ذولا
0, ال+ امل  ب+ الله  كبير  انشالله
1, عاهات
0, احس  ب+ مرض  ل+ اشفت  هالبرنامج
0, حيا +ك الله
1, يا  اخوان  اح +نا مع  ال+ تطور  بس  منين  نجيب  سبعه  عشر  مليار  دولار  تكلفه  ال+ مشروع  .  ل+ نبدا  اولا  ب+ استغلال  ال+ رياح  و  ال+ طاقه  ال+ شمسيه  و  ال+ صخر  ال+ زيتي  و  نبد  ب+ تخفيف  ال+ فاتوره  ال+ نفطيه  .  و  ال+ مثل  ب+ قول  خذ  من  طين  بلاد +ك و  حط  علء  خدادك  .
0, ه  ما  بقدروا
0, ان  الله  لا  يضيع  اجر  ال+ محسنين
1, ب+ الله  يا  شباب  وش  راي +كم ب+ ال+ اشكال  هذه  هل  تتوقعون  اهل +هم كارهينهم  و+ ال+ ناس  تجي  ل+ اهالي +هم و+ تقول  ل +هم حرام  علي +كم هذول  من  دم +كم
0, يلعن  اوم  ال+ سخافه
0, اللهم  اغفر  ل +ي و  لامه  ال+ مسلمين  اجمعين
1, و+ انا  مع  انو  ال+ طاقه  ال+ شمسيه  هي  ال+ بديل  !
0, جمال  ال+ صفحه  من  جمال +كم و  رقي  اخلاق +كم انا  متاكد  ان  صفحه +نا س+ تعجب +ك ف+ انضم  الي +نا و  ادعو  @@اصدقاءك@@ +ك ف+ نحن  نسعد  بك  و  ب +هم
1, الله  علي +ك ب+ جد  رنا  يهدي +نا كل +نا و+ يهدي  شباب  ال+ مسلمين  جميعا  يارب  ال+ عالمين
1, نسيان +ك صعب  اكيد
0," صباح +ك و+ رد  و  ياسمين  معطرين  ب+ نسمات  من  ال+ جنه  يا  شيخ +نا ال+ جليل  حفظ +ك الله  من  كل  سوء  ,  نحب +ك في  الله"
1, اللهم  قن +ي عذاب  ال+ نار  و  ادخل +ني جناه +ك
1, خت  قرار  كتير  و+ ب+ رجع  تاني  بحاول  اتغير  و+ مش  عرفه
1, اووي  شكد  قاسي
0, ربنا  يصلح  حال +نا
1," ""  ل+ ال+ اسف  ال+ بعض  يعتقد  ان  ال+ مفاعل  ال+ نووي  س+ يحل  مشاكل +نا ال+ اقتصاديه  و+ لكن  ال+ اردن  لا  يمتلك  موارد  ماليه  و+ هذا  يعني  ال+ حاجه  ل+ شريك  اجنبي  ""  ""  كما  اعلنت  هيءه  ال+ طاقه  ""  ""  يملك  غالبيه  ال+ اسهم  كما  في  تركيا  علي  سبيل  ال+ مثال  و+ ذلك  يعني  ان  هذا  ال+ شريك  س+ يمتلك  ال+ جزء  ال+ اكبر  من  ال+ مفاعل  و+ لن  يكون  ملك  ل+ ال+ اردن  و+ ب+ ال+ تالي  س+ تقوم  ال+ حكومه  ايضا  ب+ دفع  تكاليف  ال+ كهرباء  ل+ ال+ مستثمر  و+ ب+ ال+ تالي  ال+ مفاعل  ال+ نووي  لن  يوفر  ل +ك ال+ كهرباء  ب+ سعر  قليل  """
0, صح  لسان +ك
1, ما  اسخفك
0, ال+ عاهات  ال+ لي  عند +هم .  .  .  ياناس  روح  موتو  ابر +ك ل +كم
0, ليش  هيك  معجبين  علي  ال+ اردني
0, التفاءل  حلو  في  ال+ حياه  بس  ال+ اهم  تكون  عايش  مع  ناس  متفاءلين  مش  تكون  ل+ حال +ك ال+ متفاءل
1, لا  ل+ ال+ مفاعل  داخل  ال+ اردن
0, الله  اكبر  ما  احلا +كم و+ ما  اشجع +كم
1," اتحزن  :  ف+ ان  الله  يدافع  عن +ك ,  و+ ال+ ملاءكه  تستغفر  ل +ك ,  و  ال+ مءمنون  يشركون +ك في  دعاء +هم كل  صلاه  ,  و  ال+ نبي  صلي  الله  علي +ه و  سلم  يشفع  ,  و  ال+ قران  يعد +ك وعدا  حسنا  ,  و  فوق  هذا  رحمه  ارحم  الراحمين"
1, ال+ لي  موافق  عالمفاعل  يبني +ه جنب  دار +ه .  .  .  ما  يسطح  ال+ واحد  غير  ال+ متحذلقين  ال+ لي  يخلوا  حال +هم مثل  ابو  ال+ عريف  ما  حد  يفهم  غير +هم .  .  .  .  رابع  افقر  دول +ه في  ال+ عالم  في  ال+ مياه  و  تبني  مفاعل  نووي  !  !  !  استنوا  ل+ ما  يطورو  مفاعلات  نوويه  صحراويه  و  بعدين  اشطحوا
0, يا  رب  اجعلنا  من  ال+ صالحين
1, بارك  الله  في +ك يانوسه  و+ جعل +ها في  ميزان  حسنات +ك
1, اسال  الله  عزوجل  ل +ه ال+ ثبات
1, فعلا  ال+ بت  جد +ه ل+ ما  تحتاج  لي +ه هو  ال+ انسان  ال+ صادق  و  هو  البستاهل  تضحي  عشان
1, بدع +ي علي  طول  ب+ ان  الله  يرزق +ني ال+ خشوع
1, ل+ ال+ برنامج  ال+ تافه  الي  يسمح  ل+ هذا  ال+ شي
0, اللهم  اكفني  ب+ حلال +ك عن  حرام +ك و+ اغن +ني ب+ فضل +ك عمن +من سوي +ك
1, و+ ال+ غناء  تجد  ل +ك 100  مليون  و+ كل +هم زباله
0, بس  ال+ حكام  ماعندهم  ذوق  ل+ ال+ اسف
0, ل+ لهم  خذ +هم اخد  عزيز  مقتدر  ف+ ان +هم لا  يرحموا  ال+ ضعفاء  اللهم  سلط  علي +هم عذاب +ك ف+ ان +هم ارونا  ال+ ويلات
0, اللهم  اهدنا  صراط +ك ال+ مستقيم
1, يع  يع  يع  الله  يقرف +ه و+ هذي  يللي  تقول  حمضيات  وش  @@دراه@@ +ه عمر +ه ذايقه  طعم +ه
0," تف +ه علي +ك وع  شكل +ك ,  اول  ما  نشهرت  طلقت  زوج +ها ,  خنزيره"
0, انا  كل  يوم  اقول  غدا  سوف  اصلي  لكن  لا  اقدر  و  انا  ادعوا  الله  داءما  ان  يهدي +ني .  ارجو  من  من  يملك  حل  مراسلتي  .
1, فعلا  فضايح  ما  توقعت +ها في  شباب +نا ال+ متخلف  اخلاقيا  و+ صوتيا  و+ بدنيا  اها  و+ عقليا  ب+ ال+ تاكيد
