Feed,Sentiment
 ال+ عاهات  ال+ لي  عند +هم ياناس  روحو  موتو  اشرف,Negative
 ال+ عجوز  هذا  و+ ال+ رجال  الي  ب+ جنب +ه بل +ه و+ اغبياء  و+ ان +هم يثبطون  ال+ واحد,Negative
 ال+ عرب  مو  بتاع  هي  الشغلات  ل+ اكن  نحن  فاشلين  الله  معطي +نا كل  متطلبات  التحظر  و+ ال+ تطور  ل+ اكن  نحن  لازقين  بهلتفاهات  و+ نضن  انو  هي  التحظر,Negative
 ال+ عرق  كل  شوي  يزيد,Negative
 ال+ عنصريه  في  ال+ اردن  لا  تتوقف  علي  كلم +ه اردني  و+ فلسطيني  و+ انما +ما تتجاوزت  ذلك  الي  تصنيف  ابناء  ال+ وطن  ال+ واحد  وفقا  ل+ ال+ عشيره  و+ هذا  اسوء  حال  وصلنا  ل +ه,Negative
 ال+ غباء  واضح,Negative
" ال+ غرب  فسق  و+ عاءلات  مفكك +ه و+ ال+ نساء  عاهرات  ,  ال+ مدارس  تعلم  ال+ جنس  ل+ ال+ اطفال  يشربون  ال+ كحول  و+ ياكلون  لحم  ال+ خنزير  ثم  يقول  :  وجدت  في  ال+ غرب  اسلام  بلا  مسلمين",Negative
 ال+ غلط  مو  من  ال+ مشاركين  ال+ غلط  من  نفس  ال+ برنامج  ال+ مفروض  تكون  في  مرحل +ه فرز  في  ال+ بدايه  قبل  لا  يطلعو  ال+ هواء,Negative
 ال+ غموض  لغه  لا  يتكلم  ب +ها الا  من  ذاق  متاعب  ال+ دنيا,Negative
 الف  الف  مبروك  يستاهل  و+ الله  يوفق +كم,Positive
 الف  مبروك  تخرج  ابناء  الظفير  من  ال+ كليه  ال+ عسكريه  ال+ ملكيه  من  ال+ اردن,Positive
 ال+ فاتحه  علي  ارواح  ال+ غلابه,Negative
 ال+ فاشل  من  يياس  و+ يقف  عند  اول  حال +ه رسوب,Negative
 الفلاكا  تجعل  من  يتناول +ها يعتقد  ان +ه زومبي  و+ اكل  لحوم  ال+ بشر  و+ يبدا  ب+ ال+ بحث  عن  دم  ل+ يشرب +ه و+ ظهرت  في  ال+ تسعينات  في  امريكيا  ثم  اختفت,Negative
 ال+ فن  اصبح  هابط  هذه  ال+ ايام,Negative
 ال+ قتل  نهايه  ال+ زوجه  ال+ لعوب,Negative
 ال+ قدوه  ال+ حسنه  خير  من  ال+ نصيحه,Positive
 ال+ قلب  الذي  يءمن  ب+ الله  لا  يياس  ابدا  ان +ه يسير  نحو  ال+ نور  وا  لا  مل  .  .  و+ ال+ حياه  .  .,Positive
 ال +ك يوم  يا  ظالم,Negative
 ال+ كرامه  فوق  كل  شيء,Positive
 ال+ جنه  ما  تنطاق,Negative
 ال+ لمه  هي  احلي  اشي  ب+ ال+ افراح,Positive
 الله  احفظ  احباب +ي اصدقاء +ي من  ال+ حسد  ال+ كيد  ال+ فتنه  ال+ عين,Positive
 الله  اخترت  اسم  غالي  علي  قلب +ي قوي  رب +نا يثبت +ك علي  دين  ال+ اسلام  اخترت  صح  ب+ جد,Positive
 الله  اكبر  شو  هيدا  اكل  ال+ رجال,Negative
 الله  اكبر  ما  احلا +كم و+ ما  اشجع +كم,Positive
 الله  اكبر  ما  من  دابتن  الا  علي  الله  رزق +ه,Positive
 الله  اكبر  و+ ال+ عزه  ل+ ال+ سلام,Positive
 الله  اكبر  و+ ل+ الله  ال+ حمد  مصر  ب+ خير  في +ها ناس  كتير  طيبين,Positive
 الله  اكرم  ال+ اكرمين  اللهم  اعنا  علي  انفس +نا و+ ال+ لهم  ارضي  عن +ك يارب  ال+ عالمين,Positive
 الله  ال+ كلام  ال+ جميل,Positive
 الله  الله  الله  يحفظ +ك يا  مملك +ه ال+ انسانيه  لم  تقتصر  مساعد +ه ال+ سوريين  في  ال+ اردن  علي  ال+ معونات  الغذاييه  او  ال+ طبيه  بل  حتي  شنط  مدارس  ال+ اطفال  ب+ كل  شي,Positive
 الله  الله  علي  اخلاق  ال+ صحابه  اصحاب  رسول  الله,Positive
 الله  الله  علي +ك يا  استاذ  عمر  بارك  الله  ل +ك بارك  علي +ك جزاء +ك الله  عن +نا خيرا  كثير,Positive
 الله  المستعان  علي  كل  ظالم  ف+ ليس  ب+ ال+ يد  حيل +ه غير  ان  نقول  لا  حول  و+ لا  قوه  الا  ب+ الله,Positive
 الله  ايه  ال+ جمال  ده  سبحان +ك رب +ي,Positive
 الله  حي +ك شيخ  ابراهيم  ب+ ال+ فعل  حكم  يا  نشمي,Negative
 الله  حي +هم هالشباب  انتوا  ال+ قدوه,Positive
 الله  خيرا  من  ال+ دنيا  و+ ماء  في +ها و  ما  علي +ها ال+ سلام  علي +كم و+ رحم +ه الله  تعالي  و+ بركات +ه اخوان +ي و+ اخوات +ي,Positive
 الله  علي  ال+ ظالمين,Negative
 الله  علي  ال+ كلام  يا  رب  اعينا,Positive
 الله  علي  دينا  ال+ عظيم,Positive
 الله  علي +ك ب+ جد  رنا  يهدي +نا كل +نا و+ يهدي  شباب  ال+ مسلمين  جميعا  يارب  ال+ عالمين,Positive
 الله  علي +ك يا  شيخ  تحف +ه,Positive
 الله  غلي  ال+ مسلمين  في  تواد +هم وتراحمهم,Positive
 الله  لا  يحرم  حدا  من  ال+ عاءله  الدافيه  و+ ال+ ذريه  ال+ صالحه,Positive
 الله  لا  يخلف  علي +هم لا  يكثر  خير +هم ف+ علن  شعب  مسكين  عبد  الله  ال+ نسور  بطل  رفع  ال+ اسعار,Negative
 الله  لا  يرفع +ه من  مكان +ه ال+ لي  ب+ رفع  ال+ اسعار,Negative
 الله  لا  يشبعكو  يا  حرامي +ه,Negative
 الله  لا  يشبعكو  يا  ظلم +ه انشاء  الله  كلو  بتلقو  ب+ ال+ اخره  يا  ظلم +ه خافوالله  طبعا  اذا  بتعرفوالله,Negative
 الله  لا  يعطي  ال+ عافيه  و+ لا  ال+ صحه  ل+ ال+ اخوان  ال+ مفلسين,Negative
 الله  لا  يوفق +كم محد  يخاف  علي  من  ال+ برد,Positive
 الله  ما  يحرم +نا من  كلمات +ك ال+ حلوه  يا  شيخ +نا,Positive
 الله  وكيل +ك مشحطط  اهل  دابوق  دير  غبار  عبدون  منعم  علي  ال+ فقراء,Negative
 الله  يا  ريت  كنا  في  ذاك  ال+ زمن,Positive
 الله  ياريت  يبقي  في  اخلاق  كد +ه في  ال+ وقت  ده,Positive
 الله  يبارك  في +ك ان +ك غيرت  في  صاحبتي  كتير  و+ هي  من  المتءثرين  في +ك و+ هي  ال+ لي  عرفت +ني علي +ك,Positive
 الله  يبارك  ل +نا في  ايام +نا,Positive
 الله  يتقبل  صلاه +نا,Positive
 الله  يتمم  افراح  ال+ جميع  يا  رب,Positive
 الله  يثبت  قلب +ك علي  دين +نا ال+ اسلام,Positive
 الله  يثبت +ك ينور  طريق +نا,Positive
 الله  يثبت +ه يا  رب  و+ يثبت +نا نحن  كمان,Positive
 الله  يجعل  ابو +ك و+ ام +ك من  اهل  ال+ نار  اذا  بتعيد  هالحركه  مر +ه ثانيه,Negative
 الله  يحمي  ال+ بلد  من  كل  مخرب  و+ الله  يعطيكي  ال+ عافيه  رجال  ال+ امن  ال+ عين  ال+ سهره  علي  حمايه  ال+ بلد  من  اصحاب  ال+ نفس  ال+ مريضه  انتم  النشامي,Positive
 الله  يخزي +ك,Negative
 الله  يخزي +كم عند  امن  ال+ وطن  مافي  سلطي  و+ لا  كركي  و+ لا  طفيلي  ال+ اردن  فوق  ال+ جميع  قالوا  ب+ نحب +ك يا  وطن  رد  علي +هم ال+ وطن  ب+ غصه  حبوا  بعض +كم اول,Negative
" الله  يخلف  علي +نا بس  ,  يقال  لا  فقر  اكثر  من  ال+ جهل  و+ لا  غني  افضل  من  ال+ عقل  !  !",Negative
 الله  يرحم  هلبلاد  من  ال+ حراميه  و+ ال+ متسلقين  علي  قوت  ال+ شعب  ل +ك الله  ياشعبنا,Positive
 الله  يرحم +نا ب+ رحمه +ه,Positive
 الله  يرزق +ها كل  مشتهي  يا  رب,Positive
 الله  يرفع +هم الي  جهنم  جنب  ال+ قذافي  ب+ اسرع  وقت  لان  ال+ ظلم  زاد  عن  حد +ه,Negative
 الله  يزيد +ك من  ال+ علم  ما  تنتفع  ب +ه الام +ه,Positive
 الله  يسامحك  حبيبتي  افهمتيني  غلط,Negative
 الله  يستر  علي  بنات  ال+ مسلمين  جميعا,Positive
 الله  يسعد  كل  ال+ بشر  امين  يا  رب,Positive
 الله  يسعد +ك يبعد  عن +ك كل  شر,Positive
 الله  يشافيك  يعافي +ك من  كل  داء  و+ هام +ه اخ +ي سيد  ال+ وكيل,Positive
 الله  يصبح +ك ب+ رضا +ه,Positive
 الله  يعطي +ك ال+ صحه  ال+ عافيه,Positive
 الله  يفرح  ال+ كل  و+ يجمع  بين  المتحابين  علي  خير,Positive
 الله  يفضح  ام +كم فضحتونا  شو  هالسخافه,Negative
 الله  يكتر  من  امثال +ك يارب,Positive
 الله  يكثر  ال+ افراح,Positive
 الله  يكون  في  عون  ال+ فقير  ال+ طبقه  ال+ متوسط  سوف  تنحدر  اكثر  اكثر,Negative
 الله  يلعن  الي  علم +كم ال+ تطور  يا  متخلفين  يا  رجعيين,Negative
 الله  يلعن  ام  هيك  نمر,Negative
 الله  يلعن  ام +ك وش  ها  ال+ قرف,Negative
 الله  يلعن +ك,Negative
 الله  يلعن +كم يا  اولاد  ال+ حرام  ال+ فن  ل +ه اهل +ه و+ ناس +ه لا  يحتاج  لا  مسابق +ه و+ لا  زبي  تفو,Negative
 الله  ينتقم  من +ه حمز +ه منصور  و+ اعوان +ه حسب +نا الله  في +هم,Negative
 الله  ينتقم  من +هم اجمعين  ال+ لي  في  بال +ي,Negative
 الله  يهدي  ال+ تاءهين  و+ ال+ ضالين  الي  طريق +ه,Positive
 الله  يهدي  ال+ جميع  ل+ ال+ اسلام,Positive
 الله  يهدي  ال+ نفوس  ربي  ابعث  ل +نا في  هذا  ال+ يوم  فرح  يغير  ايام +نا و+ ينعش  قلوب +نا من  جديد,Positive
 الله  يوخذكم,Negative
 الله  يوفق +كم و+ الله  يجعل +كم تفوزون  كل +كم مع +نا قولوا  امين,Positive
 اللهم  ابعد  عن +ي شهوات  ال+ دنيا  و+ قرب +ني من +ك و+ اغفر  ل +ي و+ ل+ كل  المومنين,Positive
 اللهم  اتم  علي +نا مكارم  ال+ اخلاق,Positive
 اللهم  اجعل  سريرتي  خير  من  علي  نيتي  اجعل  علي  نيتي  صالح +ه,Positive
 اللهم  اجعل  ل +نا ايمانا  صادقا  قلبا  خاشعا  علما  نافعا,Positive
 اللهم  اجعلنا  داءما  مسلمين  صادقين  في  افكار +نا في  اعمال +نا,Positive
 اللهم  اجعلنا  من +من تنظر  الي +هم ب+ حب  اشتياق  اجعلنا  من  عباد +ك ال+ توابين  ال+ مخلصين  ال+ عابدين  ال+ حق  ل+ دين +ك احفظ +نا قنا  نار  و+ قود +ها ال+ ناس  ال+ حجاره  يا  رب,Positive
 اللهم  اجعلنا  من +من ياخذون  ب+ ال+ اسباب,Positive
 اللهم  اجعلنا  من +من يعطي  ال+ امانه  حق +ه,Positive
 اللهم  اجعلنا  من  اللذين  يصلحون  في  ال+ ارض  و+ لا  يفسدون,Positive
 اللهم  اجعلنا  من  يتمتعون  ب+ روح  و  ريحان  و  جن +ه ال+ نعيم  من  ال+ رحمن  صباح +كم قطرات  من  ندي  ال+ ازهار,Positive
 اللهم  اجعلنا  من +هم وارزقنا  ال+ طاقه  و+ ل+ اراده  ل+ زلل +ك ياربي,Positive
 اللهم  اجعلني  خيرا  من +ما يظنون  اغفر  ل +ي ما  لا  يعلمون,Positive
 اللهم  اجعلني  مقيم  ال+ صلاه  من  ذريتي,Positive
 اللهم  اجعلني  من  يتشرف  ب +ه ال+ اسلام,Positive
 اللهم  احسن  خواتيم  اعمال +نا اجعل  كل  اوقات +نا طاعه,Positive
 اللهم  احفظ +ني ب+ حفظ +ك حسب +ي الله  لا  قوه  الا  بك,Positive
 اللهم  احينا  و+ امه +نا علي  ال+ اسلام  و+ علي  كلم +ه لا  اله  الا  الله,Positive
 اللهم  اذقنا  حبا  راءعا  حلالا  طاهر,Positive
 اللهم  ارزق  ابناء  ال+ مسلمين  زوجات  صالحات  و+ بنات  ال+ مسلمين  ازواج  صالحين,Positive
 اللهم  ارزقنا  ال+ اخلاص  في  ال+ قول  ال+ عمل  في  ال+ سر  ال+ علن  في  ال+ رخاء  ال+ شده  في  ال+ عافيه  ال+ مرض  عند  ال+ ابتلاء,Positive
 اللهم  ارزقنا  ال+ سلامه  ال+ عافيه  في  دين +نا دنيا +نا,Positive
 اللهم  ارزقنا  ال+ صحبه  ال+ صالحه,Positive
 اللهم  ارزقنا  ال+ صدق  ال+ اخلاص,Positive
 اللهم  ارزقنا  ال+ صدق  في  طلب  ال+ اخلاص  و+ ال+ اخلاص  في  طلب  ال+ صدق  و+ اجمع  ل +نا بين +هما ب+ عفو +ك و+ قدره +ك يا  الله,Positive
 اللهم  ارزقنا  ال+ عمل  ال+ صالح  ال+ ذريه  ال+ صالحه  ارزقنا  يا  الله  حسن  ال+ خاتمه,Positive
 اللهم  ارزقنا  ان  نكون  مثل +هم,Positive
 اللهم  ارزقنا  رزقا  حلالا  تغن +نا ب +ه عن  حرام +ك,Positive
 اللهم  ارزقنا  فعل  ال+ خيرات  و+ ترك  ال+ منكرات,Positive
 اللهم  ارزقنا  كما  ترزق  ال+ بغاث  تسلميلي  هنود +ه حلوا +ه كثير  الله  يفتح  عليكي  يهدي +نا اياكي,Positive
 اللهم  ارزقنا  من  خيري  ال+ دنيا  ال+ اخره  ارزقنا  حسن  ال+ خاتمه  ارزقنا  ال+ فردوس  ال+ اعلي  مع  من  نحب  ارزقنا  لذ +ه ال+ نظر  الي  وجه +ك ال+ كريم,Positive
 اللهم  ارزقنا  و+ ايا +ك ال+ جنه,Positive
 اللهم  ارزقني  حب +ك حب  من  احب +ك حب  عمل  يقرب +ني ل+ حب +ك,Positive
 اللهم  ارزقني  كما  ترزق  ال+ بغاث,Positive
 اللهم  ارض +نا ب+ ما  قسمت +ه ل +نا,Positive
 اللهم  ارض +نا و  ارضي  علي +نا,Positive
 اللهم  ار +نا ال+ حق  حقا  ارزقنا  اتباع +ه ار +نا ال+ باطل  باطلا  ارزقنا  اجتناب +ه,Positive
 اللهم  ار +نا في +هم عجيب  صنع +ك ف+ ان +هم اذلو  ال+ شعوب,Negative
 اللهم  استخدمنا  في  طاعه +ك,Positive
 اللهم  استرنا  و+ جميع  بنات  ال+ مسلمين,Positive
 اللهم  اسمعنا  خير  هذا  ال+ يوم  و  ما  بعد +ه و  افتح  ل +نا ابواب  رزق +ك و  رحمه +ك,Positive
 اللهم  اصلح  حال  ال+ مسلمين  اجعل +هم من  الرباتين  حتي  نحرج  من +ما نحن  في +ه ان +ه ان  خلصت  ال+ نوايا  صلحت  ال+ اعمال,Positive
 اللهم  اصلح  حال +نا و+ شان +نا كل +ه و+ اجمع  ل +نا خير  ال+ امور,Positive
 اللهم  اصلح  حالي  احفظ +ني نور  قلب +ي اجعل  طريق  ال+ خير  طريق +ي اجعل  عمل +ي خالصا  ل+ وجه +ك ال+ كريم  توب  علي  اغفر  ل +ي زلات +ي,Positive
 اللهم  اصلح  نفوس +نا ل+ ما  يرضي +ك عن +ها,Positive
 اللهم  اعز  ال+ مسلمين,Positive
 اللهم  اعصم +نا عن  معصيه +ك,Positive
 اللهم  اعنا  ترك  كل  ما  لا  ترضي,Positive
 اللهم  اعنا  علي  انفس +نا اجعلنا  نري  ال+ دنيا  صغير +ه ال+ اخره  كبير,Positive
 اللهم  اعنا  علي  ذكر +ك و+ شكر +ك و+ حسن  عباده +ك,Positive
 اللهم  اعني  علي  ترك  ال+ معاصي  حبا  في  نور  وجه +ك,Positive
 اللهم  اعني  علي  ذكر +ك شكر +ك حسن  عباده +ك,Positive
